id,nome,cidade
983,Vicente,Rio de Janeiro
984,Emanuel,Salvador
985,Ana Lívia,Rio de Janeiro
986,Vitória,Rio de Janeiro
987,Theo,Rio de Janeiro
988,Pedro Lucas,Salvador
989,Ana Beatriz,Fortaleza
990,Ana,Belo Horizonte
991,Francisco,Belo Horizonte
992,Carolina,Fortaleza
993,Lucas,Rio de Janeiro
994,Maria Eduarda,Recife
995,Ryan,São Paulo
996,Lucas Gabriel,Salvador
997,Alice,São Paulo
998,Vitória,Fortaleza
999,Eduarda,Recife
1000,Mariane,Salvador
1001,Agatha,Fortaleza
1002,Natália,Rio de Janeiro
1003,Gustavo,Belo Horizonte
1004,Ana Beatriz,São Paulo
1005,João Miguel,Curitiba
1006,Alexandre,Curitiba
1007,Elisa,Recife
1008,Matheus,Rio de Janeiro
1009,Camila,São Paulo
1010,Carlos Eduardo,Rio de Janeiro
1011,Paulo,São Paulo
1012,Lucas Gabriel,Recife
1013,Anthony,Recife
1014,Erick,Curitiba
1015,Ana Carolina,Rio de Janeiro
1016,Davi Lucas,Salvador
1017,Sabrina,Curitiba
1018,Mirella,Rio de Janeiro
1019,Rebeca,Curitiba
1020,João,Salvador
1021,João Felipe,Belo Horizonte
1022,Danilo,Belo Horizonte
1023,Marcos Vinicius,Belo Horizonte
1024,Ana Beatriz,Belo Horizonte
1025,Alexandre,Fortaleza
1026,Maria Vitória,São Paulo
1027,Alexandre,Fortaleza
1028,Maria Eduarda,Fortaleza
1029,Ana Julia,Fortaleza
1030,Luigi,Belo Horizonte
1031,Vitor Hugo,Salvador
1032,Lavínia,Recife
1033,Melissa,Recife
1034,João Lucas,São Paulo
1035,Thomas,Belo Horizonte
1036,Sophia,Belo Horizonte
1037,Erick,Belo Horizonte
1038,Emanuelly,Curitiba
1039,Nathan,Rio de Janeiro
1040,Helena,Curitiba
1041,Rebeca,Rio de Janeiro
1042,Theo,Belo Horizonte
1043,Maria Julia,Belo Horizonte
1044,Joaquim,Curitiba
1045,Catarina,Curitiba
1046,Enzo,Rio de Janeiro
1047,Ana Julia,Recife
1048,Daniel,Rio de Janeiro
1049,Lívia,Curitiba
1050,Nina,Salvador
1051,Agatha,Curitiba
1052,André,Salvador
1053,Lucca,São Paulo
1054,Maria Vitória,Curitiba
1055,Francisco,São Paulo
1056,Murilo,Recife
1057,Evelyn,Rio de Janeiro
1058,Maria Vitória,Salvador
1059,Maria Alice,Rio de Janeiro
1060,Murilo,São Paulo
1061,Ana Clara,Salvador
1062,Augusto,Rio de Janeiro
1063,Raquel,Curitiba
1064,Ana Beatriz,Belo Horizonte
1065,Francisco,São Paulo
1066,Beatriz,Rio de Janeiro
1067,Guilherme,São Paulo
1068,Nicole,Fortaleza
1069,Ana Vitória,São Paulo
1070,Fernando,Salvador
1071,Carolina,Fortaleza
1072,Pietra,Salvador
1073,Raul,Belo Horizonte
1074,Luna,Fortaleza
1075,Diogo,Curitiba
1076,Evelyn,São Paulo
1077,Camila,Rio de Janeiro
1078,Augusto,Recife
1079,Cecília,São Paulo
1080,Kaique,São Paulo
1081,Cecília,Belo Horizonte
1082,Luna,Curitiba
1083,Helena,Recife
1084,Otávio,Fortaleza
1085,Ana Sophia,Fortaleza
1086,Nathan,Fortaleza
1087,Agatha,Salvador
1088,Maria Vitória,Salvador
1089,Carlos Eduardo,Rio de Janeiro
1090,Diego,Recife
1091,Gustavo Henrique,Fortaleza
1092,Paulo,Salvador
1093,Vitor Hugo,Rio de Janeiro
1094,Natália,Curitiba
1095,Lorenzo,Rio de Janeiro
1096,Erick,Salvador
1097,Benício,Belo Horizonte
1098,Júlia,Belo Horizonte
1099,Sarah,Fortaleza
1100,Leandro,Belo Horizonte
1101,Letícia,Fortaleza
1102,Agatha,Fortaleza
1103,Pedro,Salvador
1104,Nicole,Belo Horizonte
1105,Luna,Fortaleza
1106,Vitória,Recife
1107,Sabrina,Curitiba
1108,Rafaela,Rio de Janeiro
1109,Stella,Rio de Janeiro
1110,Eduarda,Salvador
1111,Renan,Belo Horizonte
1112,Yasmin,Belo Horizonte
1113,Kamilly,Fortaleza
1114,Diego,São Paulo
1115,Benjamin,Fortaleza
1116,Diogo,Curitiba
1117,Catarina,Recife
1118,Melissa,Rio de Janeiro
1119,Daniela,Fortaleza
1120,Leandro,São Paulo
1121,Elisa,São Paulo
1122,Cauê,Fortaleza
1123,Cauã,Salvador
1124,Davi Lucca,Rio de Janeiro
1125,Gustavo Henrique,Salvador
1126,Breno,Recife
1127,Catarina,São Paulo
1128,Laura,São Paulo
1129,Mariane,Curitiba
1130,Isis,Recife
1131,Benício,São Paulo
1132,Melissa,Recife
1133,Yasmin,Rio de Janeiro
1134,Maria Cecília,Belo Horizonte
1135,Lucca,São Paulo
1136,Gustavo,Curitiba
1137,Cauã,Rio de Janeiro
1138,Stella,Fortaleza
1139,Gabrielly,Recife
1140,Ana Carolina,Fortaleza
1141,Davi,Salvador
1142,Bruno,Rio de Janeiro
1143,Ryan,Fortaleza
1144,Maria Julia,São Paulo
1145,Fernando,Recife
1146,Isis,Belo Horizonte
1147,Pedro Miguel,Rio de Janeiro
1148,Danilo,São Paulo
1149,Maria Eduarda,Curitiba
1150,Gabriel,Salvador
1151,Lívia,Recife
1152,Sophia,Rio de Janeiro
1153,Maria,Rio de Janeiro
1154,Pietra,Belo Horizonte
1155,Maria Alice,Belo Horizonte
1156,João Felipe,Curitiba
1157,Vitória,Salvador
1158,Isabelly,Curitiba
1159,Valentina,São Paulo
1160,Diogo,São Paulo
1161,Fernanda,Curitiba
1162,Pedro Miguel,Salvador
1163,Ian,Curitiba
1164,Nicole,Salvador
1165,João Gabriel,Salvador
1166,Manuela,Fortaleza
1167,Murilo,Recife
1168,Ana,Salvador
1169,Cauã,Belo Horizonte
1170,Thomas,Salvador
1171,Vicente,Salvador
1172,Antônio,Salvador
1173,Helena,Fortaleza
1174,Eduarda,Fortaleza
1175,Emanuel,São Paulo
1176,Isabelly,Fortaleza
1177,Júlia,Belo Horizonte
1178,Maria Vitória,Belo Horizonte
1179,Bernardo,Fortaleza
1180,Sophia,Curitiba
1181,Rafaela,Recife
1182,Alana,Fortaleza
1183,Luiz Felipe,Salvador
1184,Beatriz,Rio de Janeiro
1185,Enzo,Recife
1186,Luiz Felipe,Recife
1187,Matheus,Belo Horizonte
1188,Lucas,Recife
1189,Enzo Gabriel,Fortaleza
1190,Ana,Salvador
1191,João Pedro,Salvador
1192,Sarah,São Paulo
1193,Gabrielly,Salvador
1194,Vitória,Salvador
1195,Miguel,Belo Horizonte
1196,Nina,Salvador
1197,Marcos Vinicius,São Paulo
1198,Ana Lívia,Rio de Janeiro
1199,Augusto,Fortaleza
1200,Bianca,Belo Horizonte
1201,Olivia,Rio de Janeiro
1202,Maysa,Belo Horizonte
1203,Pedro Miguel,Curitiba
1204,João Pedro,Recife
1205,Carolina,Curitiba
1206,Emanuel,Salvador
1207,Rafaela,Rio de Janeiro
1208,Joaquim,Salvador
1209,Nicolas,Recife
1210,Samuel,Belo Horizonte
1211,Maria Clara,Recife
1212,Carolina,São Paulo
1213,Mirella,Recife
1214,Maria Alice,São Paulo
1215,Rodrigo,Recife
1216,Amanda,Fortaleza
1217,Thales,São Paulo
1218,Davi Lucca,Rio de Janeiro
1219,Maria Sophia,Salvador
1220,Luigi,Salvador
1221,Kevin,Curitiba
1222,Davi,Salvador
1223,Vitor,Belo Horizonte
1224,Daniela,Fortaleza
1225,Felipe,Recife
1226,Bárbara,Curitiba
1227,Sofia,Belo Horizonte
1228,Joana,Belo Horizonte
1229,Gustavo,São Paulo
1230,Eduardo,Salvador
1231,Lara,Rio de Janeiro
1232,Otávio,Rio de Janeiro
1233,Maria Cecília,Curitiba
1234,Leandro,Fortaleza
1235,João,Rio de Janeiro
1236,Milena,Recife
1237,Heloísa,Rio de Janeiro
1238,Benício,Curitiba
1239,Maria Luiza,Rio de Janeiro
1240,Diego,Recife
1241,Cauã,São Paulo
1242,Enrico,Fortaleza
1243,João Felipe,Curitiba
1244,João Gabriel,São Paulo
1245,Elisa,São Paulo
1246,Marcela,São Paulo
1247,Vitor,Belo Horizonte
1248,Luana,Fortaleza
1249,Gabriel,Salvador
1250,Juan,Fortaleza
1251,Eduardo,Belo Horizonte
1252,Maria Julia,Salvador
1253,Davi Lucas,Fortaleza
1254,Luana,São Paulo
1255,Beatriz,Curitiba
1256,Joaquim,Salvador
1257,Ana Beatriz,Recife
1258,Manuela,Recife
1259,Enzo Gabriel,Rio de Janeiro
1260,Elisa,Salvador
1261,Vicente,Curitiba
1262,Thales,Belo Horizonte
1263,Lorena,São Paulo
1264,Ana Lívia,Rio de Janeiro
1265,Isabelly,Recife
1266,Eduardo,Belo Horizonte
1267,Diogo,Belo Horizonte
1268,Vitor Hugo,São Paulo
1269,Vitor Hugo,Salvador
1270,Raquel,Recife
1271,Gabriela,Curitiba
1272,Raul,Belo Horizonte
1273,Juliana,São Paulo
1274,Calebe,Curitiba
1275,Lorenzo,Salvador
1276,Danilo,Recife
1277,Vitor Hugo,Salvador
1278,André,Belo Horizonte
1279,Vitor Hugo,Curitiba
1280,João Gabriel,Curitiba
1281,Lucas,Curitiba
1282,Ana Lívia,Belo Horizonte
1283,João Pedro,Belo Horizonte
1284,Maria Alice,Salvador
1285,Gustavo,Rio de Janeiro
1286,Daniela,Salvador
1287,Ana Beatriz,Recife
1288,Davi,São Paulo
1289,João Vitor,Curitiba
1290,João Lucas,Rio de Janeiro
1291,Isabelly,São Paulo
1292,Caio,Rio de Janeiro
1293,Davi,Fortaleza
1294,Maria Clara,Salvador
1295,Gabrielly,Belo Horizonte
1296,Laís,Curitiba
1297,Davi Lucas,Salvador
1298,Luigi,São Paulo
1299,Sabrina,Fortaleza
1300,Theo,Fortaleza
1301,Nathan,Fortaleza
1302,Pedro Miguel,São Paulo
1303,Raul,São Paulo
1304,Pietro,São Paulo
1305,Isaac,São Paulo
1306,Júlia,Fortaleza
1307,Juliana,Fortaleza
1308,André,Rio de Janeiro
1309,Alexia,Salvador
1310,Stephany,Curitiba
1311,Otávio,Belo Horizonte
1312,Carolina,Fortaleza
1313,Gustavo Henrique,Belo Horizonte
1314,Nicole,Salvador
1315,Maria Julia,Salvador
1316,Rodrigo,Belo Horizonte
1317,Amanda,Fortaleza
1318,Marcos Vinicius,Belo Horizonte
1319,Miguel,Rio de Janeiro
1320,João Pedro,Recife
1321,Ana Laura,Fortaleza
1322,Luiza,Fortaleza
1323,Diego,Curitiba
1324,Maria Cecília,São Paulo
1325,Luiz Felipe,Recife
1326,Davi,Salvador
1327,Otávio,Fortaleza
1328,Isis,Belo Horizonte
1329,Igor,Recife
1330,Gabriel,Curitiba
1331,Emilly,Salvador
1332,Ana Julia,São Paulo
1333,Ana Carolina,São Paulo
1334,Caroline,Curitiba
1335,Davi Lucas,Curitiba
1336,Augusto,Belo Horizonte
1337,Felipe,Fortaleza
1338,Henrique,São Paulo
1339,Pedro Lucas,Salvador
1340,Júlia,Recife
1341,Bernardo,Salvador
1342,Isabelly,Rio de Janeiro
1343,Emanuel,Rio de Janeiro
1344,Fernando,Curitiba
1345,Francisco,Belo Horizonte
1346,Isabella,Rio de Janeiro
1347,Nathan,São Paulo
1348,Isadora,Salvador
1349,Emanuel,Salvador
1350,Henrique,Curitiba
1351,Arthur,Fortaleza
1352,Danilo,Fortaleza
1353,Emanuella,Recife
1354,Valentina,Curitiba
1355,Ana Beatriz,Recife
1356,Kevin,Fortaleza
1357,João Felipe,Curitiba
1358,Lucas Gabriel,Curitiba
1359,Maria Eduarda,Curitiba
1360,Nathan,Fortaleza
1361,Emanuelly,Recife
1362,Isadora,Recife
1363,Sophie,Curitiba
1364,Sarah,Rio de Janeiro
1365,Maria Sophia,Belo Horizonte
1366,Davi Lucas,Fortaleza
1367,Bárbara,Belo Horizonte
1368,Camila,Belo Horizonte
1369,Stephany,Recife
1370,Erick,Recife
1371,Marcela,Rio de Janeiro
1372,Davi Lucca,Belo Horizonte
1373,Breno,Belo Horizonte
1374,Maria,Curitiba
1375,Caroline,Recife
1376,Matheus,Belo Horizonte
1377,Maria Luiza,Salvador
1378,Bruno,Rio de Janeiro
1379,Nicolas,Salvador
1380,João,Salvador
1381,Evelyn,Fortaleza
1382,Julia,Fortaleza
1383,Luiz Miguel,Rio de Janeiro
1384,Sophia,Salvador
1385,Pietro,Belo Horizonte
1386,Sarah,Recife
1387,Vitor Gabriel,Rio de Janeiro
1388,Bryan,Curitiba
1389,Bianca,Salvador
1390,Enrico,Rio de Janeiro
1391,Gustavo Henrique,São Paulo
1392,Maria Fernanda,São Paulo
1393,Carolina,Fortaleza
1394,Augusto,Recife
1395,Francisco,Belo Horizonte
1396,Cauã,Recife
1397,Maria Vitória,Recife
1398,Emanuella,Recife
1399,Ana Julia,Recife
1400,Sofia,Curitiba
1401,Arthur,Curitiba
1402,Elisa,Fortaleza
1403,Vinicius,Rio de Janeiro
1404,Evelyn,São Paulo
1405,Davi Lucas,Recife
1406,Juliana,Fortaleza
1407,Davi Lucca,Rio de Janeiro
1408,Vitor Hugo,São Paulo
1409,Juan,Salvador
1410,Erick,Belo Horizonte
1411,Raquel,Curitiba
1412,Thiago,Salvador
1413,Guilherme,São Paulo
1414,Joana,Salvador
1415,Rafael,Belo Horizonte
1416,João,Fortaleza
1417,Ryan,São Paulo
1418,Cecília,Salvador
1419,Lara,Curitiba
1420,Leonardo,Curitiba
1421,Nicolas,Rio de Janeiro
1422,Pietra,Salvador
1423,Fernando,Recife
1424,Luiz Felipe,Salvador
1425,Pedro Miguel,Fortaleza
1426,Alexia,São Paulo
1427,Davi Luiz,São Paulo
1428,Lucca,Fortaleza
1429,Matheus,Salvador
1430,Maria Clara,Fortaleza
1431,Marcela,Belo Horizonte
1432,Brenda,Fortaleza
1433,Valentina,Curitiba
1434,Nina,Fortaleza
1435,Daniela,São Paulo
1436,Calebe,Curitiba
1437,Augusto,São Paulo
1438,Miguel,Rio de Janeiro
1439,Vitor,Recife
1440,Caio,São Paulo
1441,Luiz Fernando,Curitiba
1442,Alana,Rio de Janeiro
1443,Bárbara,São Paulo
1444,Laís,Belo Horizonte
1445,Alice,Fortaleza
1446,Natália,Recife
1447,Erick,São Paulo
1448,Emanuel,Rio de Janeiro
1449,Augusto,Belo Horizonte
1450,Samuel,Salvador
1451,Davi Luiz,Rio de Janeiro
1452,Isabel,Fortaleza
1453,Danilo,Rio de Janeiro
1454,Alana,Belo Horizonte
1455,Caroline,Rio de Janeiro
1456,Cecília,Belo Horizonte
1457,Sofia,São Paulo
1458,Maysa,Belo Horizonte
1459,Marcelo,Belo Horizonte
1460,Ana,Recife
1461,Nina,Belo Horizonte
1462,Luiz Gustavo,Belo Horizonte
1463,Gabriel,Salvador
1464,Isaac,São Paulo
1465,Larissa,Fortaleza
1466,João Felipe,Recife
1467,Ana Laura,Salvador
1468,Heitor,Curitiba
1469,Giovanna,São Paulo
1470,Enrico,São Paulo
1471,Ana Beatriz,Curitiba
1472,Alexandre,Fortaleza
1473,Leonardo,Belo Horizonte
1474,Larissa,Salvador
1475,Milena,Rio de Janeiro
1476,Emilly,Recife
1477,Pietra,Rio de Janeiro
1478,Bruna,Curitiba
1479,Enrico,São Paulo
1480,Cauã,Fortaleza
1481,Mariane,São Paulo
1482,Enzo Gabriel,Recife
1483,Maria Fernanda,São Paulo
1484,Cauã,São Paulo
1485,João Lucas,Recife
1486,Maria Eduarda,Salvador
1487,Juan,Salvador
1488,Valentina,Recife
1489,Mariane,Fortaleza
1490,Leandro,Curitiba
1491,Marcelo,São Paulo
1492,Fernando,Fortaleza
1493,Sophie,São Paulo
1494,Luiz Henrique,Curitiba
1495,Raul,Salvador
1496,Ana Laura,Fortaleza
1497,João Miguel,Belo Horizonte
1498,Vitor,Belo Horizonte
1499,Benjamin,Belo Horizonte
1500,Emilly,Salvador
1501,Cecília,Salvador
1502,Joana,Curitiba
1503,Lorenzo,São Paulo
1504,Thiago,Curitiba
1505,Luiza,Curitiba
1506,Sarah,Salvador
1507,Vinicius,Belo Horizonte
1508,Luana,Rio de Janeiro
1509,Ana Carolina,São Paulo
1510,Emanuella,Salvador
1511,Cauã,Belo Horizonte
1512,Marcela,Fortaleza
1513,Luiz Miguel,Rio de Janeiro
1514,Mirella,Rio de Janeiro
1515,Thiago,Salvador
1516,Lara,Recife
1517,Nathan,São Paulo
1518,Luiz Fernando,Rio de Janeiro
1519,Milena,Salvador
1520,Rodrigo,Salvador
1521,Stephany,Belo Horizonte
1522,Isabella,Fortaleza
1523,Marcos Vinicius,Recife
1524,Ana Clara,São Paulo
1525,Danilo,Curitiba
1526,João Miguel,Fortaleza
1527,Lucas,Fortaleza
1528,Yago,Belo Horizonte
1529,Alexia,Rio de Janeiro
1530,Sophie,Rio de Janeiro
1531,Daniel,Belo Horizonte
1532,Rafaela,Salvador
1533,Maria Eduarda,Rio de Janeiro
1534,Kevin,Recife
1535,Maria Alice,São Paulo
1536,Vitor Hugo,Fortaleza
1537,Yasmin,Fortaleza
1538,Bárbara,Recife
1539,Catarina,Rio de Janeiro
1540,Diogo,Fortaleza
1541,Vitória,Curitiba
1542,Kaique,São Paulo
1543,Leonardo,São Paulo
1544,Luiz Henrique,Fortaleza
1545,Renan,Belo Horizonte
1546,João Pedro,Fortaleza
1547,Carolina,Belo Horizonte
1548,Bianca,Fortaleza
1549,Pedro Lucas,Curitiba
1550,Otávio,Salvador
1551,Rebeca,São Paulo
1552,Benício,Fortaleza
1553,Brenda,Curitiba
1554,Theo,Belo Horizonte
1555,Pietra,Belo Horizonte
1556,Alice,São Paulo
1557,Pedro Henrique,Recife
1558,Isaac,Fortaleza
1559,Emilly,Rio de Janeiro
1560,Mirella,Belo Horizonte
1561,Vitor Gabriel,Salvador
1562,Ana Clara,Salvador
1563,Luana,Belo Horizonte
1564,Melissa,Recife
1565,Vitor Hugo,Recife
1566,Isadora,Curitiba
1567,Luana,Salvador
1568,Fernanda,Curitiba
1569,Leandro,Salvador
1570,João Vitor,Fortaleza
1571,Francisco,Fortaleza
1572,Agatha,Rio de Janeiro
1573,Enzo Gabriel,Fortaleza
1574,Sophie,Rio de Janeiro
1575,Vitor,Fortaleza
1576,Lucca,São Paulo
1577,Thiago,Fortaleza
1578,Alexia,Curitiba
1579,Nathan,Belo Horizonte
1580,Sofia,Curitiba
1581,Marcos Vinicius,Belo Horizonte
1582,Francisco,Recife
1583,Esther,Curitiba
1584,Luiz Miguel,Recife
1585,Letícia,Rio de Janeiro
1586,Ana Clara,Rio de Janeiro
1587,Joaquim,São Paulo
1588,Ana Vitória,Fortaleza
1589,Luiz Felipe,Curitiba
1590,Arthur,Recife
1591,Nina,Belo Horizonte
1592,Samuel,Rio de Janeiro
1593,Erick,Fortaleza
1594,Rafaela,Rio de Janeiro
1595,Pedro Lucas,Belo Horizonte
1596,Eduarda,Fortaleza
1597,Gustavo,Fortaleza
1598,Luiz Felipe,Recife
1599,Melissa,Recife
1600,Alexia,Curitiba
1601,Joaquim,Curitiba
1602,Maria Julia,Salvador
1603,Gabriel,Salvador
1604,Otávio,São Paulo
1605,Emanuelly,Rio de Janeiro
1606,Diego,Curitiba
1607,Ana Julia,Recife
1608,Augusto,Belo Horizonte
1609,Raquel,Recife
1610,Maria Julia,Rio de Janeiro
1611,Leandro,Salvador
1612,Natália,Recife
1613,Eloah,São Paulo
1614,Camila,Rio de Janeiro
1615,Raquel,Salvador
1616,Bruno,Belo Horizonte
1617,Enzo,Salvador
1618,Marcela,Fortaleza
1619,Beatriz,São Paulo
1620,Cauê,Rio de Janeiro
1621,Vitor Hugo,Belo Horizonte
1622,Yuri,São Paulo
1623,Lorenzo,Salvador
1624,Joana,São Paulo
1625,Pedro Miguel,Rio de Janeiro
1626,Juan,Curitiba
1627,Laís,São Paulo
1628,Maria Julia,Fortaleza
1629,Gabriela,São Paulo
1630,Luiz Fernando,Salvador
1631,Levi,Salvador
1632,João Pedro,Belo Horizonte
1633,Alícia,Salvador
1634,Pedro Lucas,Recife
1635,Emanuel,Rio de Janeiro
1636,Benjamin,Rio de Janeiro
1637,Ana Laura,Curitiba
1638,Joana,Curitiba
1639,Lucca,Rio de Janeiro
1640,Anthony,Fortaleza
1641,Amanda,Curitiba
1642,Marina,Belo Horizonte
1643,Bianca,Salvador
1644,Rodrigo,Rio de Janeiro
1645,Amanda,Curitiba
1646,Carlos Eduardo,Rio de Janeiro
1647,Maria,Recife
1648,Theo,São Paulo
1649,André,Salvador
1650,Eduarda,Rio de Janeiro
1651,Melissa,São Paulo
1652,Clarice,Curitiba
1653,Caio,São Paulo
1654,Pietra,Salvador
1655,Diego,Rio de Janeiro
1656,Eduarda,Recife
1657,Isabelly,Fortaleza
1658,Nathan,Curitiba
1659,Felipe,Rio de Janeiro
1660,Valentina,Salvador
1661,Heitor,Curitiba
1662,Antônio,Belo Horizonte
1663,Ana Sophia,São Paulo
1664,Milena,Fortaleza
1665,Luigi,Salvador
1666,Lucca,Belo Horizonte
1667,Benício,Rio de Janeiro
1668,Elisa,Recife
1669,Lucca,Curitiba
1670,Rafael,São Paulo
1671,Ana Lívia,Curitiba
1672,Fernando,Fortaleza
1673,Alana,Rio de Janeiro
1674,Caroline,Curitiba
1675,Leonardo,São Paulo
1676,Cecília,Rio de Janeiro
1677,Cecília,Curitiba
1678,Helena,Recife
1679,Miguel,Salvador
1680,Enzo,Rio de Janeiro
1681,Nicole,Salvador
1682,João Lucas,Rio de Janeiro
1683,Rafael,Recife
1684,Nicole,Salvador
1685,Davi Lucas,Belo Horizonte
1686,Alícia,São Paulo
1687,Isabella,Belo Horizonte
1688,Giovanna,Curitiba
1689,Ryan,Recife
1690,Renan,Belo Horizonte
1691,Enzo,Rio de Janeiro
1692,Mariane,Curitiba
1693,Ana Sophia,Curitiba
1694,Gabrielly,Belo Horizonte
1695,Benjamin,Belo Horizonte
1696,Isabella,Recife
1697,Maria Luiza,São Paulo
1698,Esther,Belo Horizonte
1699,Gustavo,Fortaleza
1700,Maria Clara,Belo Horizonte
1701,Yasmin,Salvador
1702,Luiz Miguel,Rio de Janeiro
1703,Igor,Fortaleza
1704,Isabella,Fortaleza
1705,Sophie,Salvador
1706,Levi,Salvador
1707,Kevin,Curitiba
1708,Enzo Gabriel,São Paulo
1709,Renan,Rio de Janeiro
1710,Rebeca,Recife
1711,Clarice,Fortaleza
1712,Maria Sophia,Recife
1713,Vitor Gabriel,Belo Horizonte
1714,Thomas,Belo Horizonte
1715,Maria Alice,Recife
1716,Marcos Vinicius,Belo Horizonte
1717,Augusto,São Paulo
1718,Rafael,Salvador
1719,Joana,Belo Horizonte
1720,Maria Eduarda,Curitiba
1721,Maitê,Belo Horizonte
1722,Anthony,Rio de Janeiro
1723,Davi Lucas,São Paulo
1724,Rafael,Rio de Janeiro
1725,Ana Vitória,Rio de Janeiro
1726,Ana Vitória,Curitiba
1727,Lucca,São Paulo
1728,Isabel,São Paulo
1729,Juan,São Paulo
1730,Luigi,São Paulo
1731,Bianca,São Paulo
1732,Rafael,Curitiba
1733,Luana,Belo Horizonte
1734,Theo,Rio de Janeiro
1735,Cecília,São Paulo
1736,Gustavo,Fortaleza
1737,Helena,Belo Horizonte
1738,Luna,Belo Horizonte
1739,João Pedro,Rio de Janeiro
1740,Ana Julia,Curitiba
1741,Isadora,Recife
1742,Evelyn,Recife
1743,Elisa,Belo Horizonte
1744,Danilo,Salvador
1745,Emanuelly,Salvador
1746,Natália,Rio de Janeiro
1747,Amanda,Recife
1748,Rafaela,Belo Horizonte
1749,Pedro,Curitiba
1750,Manuela,Recife
1751,Sabrina,Belo Horizonte
1752,Maria Julia,Belo Horizonte
1753,Sophia,São Paulo
1754,Lucas Gabriel,Curitiba
1755,Nicole,São Paulo
1756,Yuri,Rio de Janeiro
1757,Joaquim,São Paulo
1758,Laís,Fortaleza
1759,Clarice,São Paulo
1760,Ana Sophia,Fortaleza
1761,João Guilherme,Recife
1762,Gabrielly,Salvador
1763,Marcos Vinicius,Belo Horizonte
1764,Daniela,Fortaleza
1765,Caroline,Curitiba
1766,Evelyn,São Paulo
1767,Laura,Fortaleza
1768,Marcelo,Curitiba
1769,João Felipe,Salvador
1770,Luiza,Salvador
1771,Mariana,São Paulo
1772,Murilo,Rio de Janeiro
1773,Alexandre,São Paulo
1774,Natália,Recife
1775,João Felipe,Fortaleza
1776,Vitor Hugo,Belo Horizonte
1777,Vitor Hugo,Rio de Janeiro
1778,Sofia,São Paulo
1779,Letícia,Curitiba
1780,Maria Clara,Rio de Janeiro
1781,Bárbara,Fortaleza
1782,Nicolas,Rio de Janeiro
1783,Alícia,Fortaleza
1784,Vitória,São Paulo
1785,Rebeca,Fortaleza
1786,Luna,Rio de Janeiro
1787,Benício,Curitiba
1788,Juan,Salvador
1789,Benjamin,Rio de Janeiro
1790,Sofia,Fortaleza
1791,Maria Fernanda,Salvador
1792,Pedro Lucas,Fortaleza
1793,Otávio,Curitiba
1794,Natália,Fortaleza
1795,Marcelo,São Paulo
1796,Raquel,Belo Horizonte
1797,Valentina,Rio de Janeiro
1798,Isabel,Belo Horizonte
1799,Maria Fernanda,Fortaleza
1800,Brenda,Curitiba
1801,Melissa,Rio de Janeiro
1802,Isabelly,Fortaleza
1803,Kevin,Salvador
1804,Luigi,Recife
1805,João Felipe,Fortaleza
1806,Mirella,Belo Horizonte
1807,Maria Luiza,Rio de Janeiro
1808,Davi Lucca,Belo Horizonte
1809,Manuela,Rio de Janeiro
1810,Isabelly,Fortaleza
1811,Davi Luiz,São Paulo
1812,Sarah,Salvador
1813,Marcelo,Fortaleza
1814,Gabriela,Belo Horizonte
1815,Yasmin,Recife
1816,Levi,Recife
1817,Marcela,Curitiba
1818,João Vitor,Rio de Janeiro
1819,Júlia,Belo Horizonte
1820,Bianca,Curitiba
1821,Guilherme,Belo Horizonte
1822,Nicolas,Rio de Janeiro
1823,Davi Lucas,Fortaleza
1824,Gustavo,Fortaleza
1825,Levi,Recife
1826,Guilherme,Fortaleza
1827,Benjamin,Fortaleza
1828,Clara,São Paulo
1829,João Gabriel,Recife
1830,Camila,Curitiba
1831,Arthur,Salvador
1832,Vitória,São Paulo
1833,Eduarda,Curitiba
1834,Benício,Rio de Janeiro
1835,Luiz Miguel,São Paulo
1836,Lucas Gabriel,Curitiba
1837,Henrique,Rio de Janeiro
1838,Yago,Recife
1839,Maria Alice,Salvador
1840,Luiza,Rio de Janeiro
1841,Vitor Hugo,Fortaleza
1842,Enzo Gabriel,Belo Horizonte
1843,Heloísa,Rio de Janeiro
1844,Maitê,Rio de Janeiro
1845,Rafaela,Salvador
1846,Letícia,Belo Horizonte
1847,Clarice,Fortaleza
1848,Thomas,Curitiba
1849,Marcos Vinicius,Curitiba
1850,Erick,Rio de Janeiro
1851,Davi Luiz,Belo Horizonte
1852,Emanuelly,Belo Horizonte
1853,Breno,Fortaleza
1854,Lorenzo,Salvador
1855,Antônio,Recife
1856,Fernanda,Curitiba
1857,Alexandre,Salvador
1858,Leandro,São Paulo
1859,Luiz Henrique,Curitiba
1860,Enzo,Salvador
1861,Calebe,Curitiba
1862,Thomas,Recife
1863,João Miguel,São Paulo
1864,Benício,Recife
1865,Manuela,Fortaleza
1866,Maysa,São Paulo
1867,Levi,Rio de Janeiro
1868,Juan,Salvador
1869,Marina,São Paulo
1870,Bruno,Fortaleza
1871,Nina,Fortaleza
1872,Calebe,Recife
1873,Pedro,Curitiba
1874,Kevin,São Paulo
1875,Luna,Salvador
1876,Pietra,São Paulo
1877,Marcelo,Belo Horizonte
1878,Carolina,Curitiba
1879,Brenda,Salvador
1880,Vitor Gabriel,Salvador
1881,Carolina,Rio de Janeiro
1882,Pedro Henrique,Recife
1883,Yasmin,Rio de Janeiro
1884,Milena,Salvador
